edificio;piso;sector;activo;ubicacion;cantidad
1;3;10;6;1;6
1;3;18;6;1;7
1;3;18;6;1;8
1;3;18;6;1;9
1;1;21;6;1;10
1;1;6;6;1;11
1;1;6;6;1;12
1;1;18;6;1;13
1;1;34;6;1;14
1;1;34;6;1;15
1;1;40;6;1;16
1;1;5;6;1;17
1;1;5;6;1;18
1;1;46;6;1;19
1;1;56;6;2;20
1;2;21;6;1;21
1;2;21;6;1;22
1;2;22;6;1;23
1;2;6;6;1;24
1;2;6;6;1;25
1;2;5;6;1;26
1;2;20;6;1;27
1;2;8;6;1;28
1;2;18;6;1;29
1;2;18;6;1;30
1;2;18;6;1;31
1;2;90;6;1;32
1;2;90;6;1;33
1;2;94;6;1;34
1;3;4;7;1;1
1;3;5;7;1;2
1;3;6;7;1;3
1;3;18;7;1;4
1;3;18;7;1;5
1;1;21;7;1;6
1;1;21;7;1;7
1;1;23;7;1;8
1;1;23;7;1;9
1;1;33;7;1;10
1;1;6;7;1;11
1;1;18;7;1;12
1;1;18;7;1;13
1;1;5;7;1;14
1;1;5;7;1;15
1;1;45;7;1;16
1;1;46;7;1;17
1;1;46;7;1;18
1;1;47;7;1;19
1;1;55;7;1;20
1;1;55;7;1;21
1;1;55;7;1;22
1;1;55;7;1;23
1;1;55;7;1;24
1;1;55;7;1;25
1;1;55;7;1;26
1;1;56;7;2;27
1;2;23;7;1;28
1;2;23;7;1;29
1;2;21;7;1;30
1;2;5;7;1;31
1;2;20;7;1;32
1;2;71;7;1;33
1;2;18;7;1;34
1;2;18;7;1;35
1;2;90;7;1;36
1;2;94;7;1;37
1;2;94;7;1;38
1;7;97;7;3;39
1;3;20;8;1;1
1;3;20;8;1;2
1;3;8;8;1;3
1;3;8;8;1;4
1;3;19;8;2;5
1;3;19;8;2;6
1;1;22;8;1;7
1;1;22;8;1;8
1;1;24;8;1;9
1;1;24;8;1;10
1;1;19;8;1;11
1;1;19;8;1;12
1;1;20;8;1;13
1;1;20;8;1;14
1;1;45;8;1;15
1;1;47;8;1;16
1;1;47;8;1;17
1;1;55;8;1;18
1;1;55;8;1;19
1;2;24;8;1;20
1;2;24;8;1;21
1;2;22;8;1;22
1;2;22;8;1;23
1;2;20;8;1;24
1;2;20;8;1;25
1;2;8;8;1;26
1;2;8;8;1;27
1;2;19;8;1;28
1;1;84;8;1;29
1;2;84;8;1;30
1;1;85;8;1;31
1;2;85;8;1;32
1;1;86;8;1;33
1;2;95;8;1;34
1;1;95;8;1;35
1;3;4;9;1;1
1;3;6;9;1;2
1;3;7;9;1;3
1;3;11;9;1;4
1;3;18;9;1;5
1;1;21;9;1;6
1;1;23;9;1;7
1;1;33;9;1;8
1;1;34;9;1;9
1;1;8;9;1;10
1;1;20;9;1;11
1;1;20;9;1;12
1;1;41;9;1;13
1;1;41;9;1;14
1;1;41;9;1;15
1;1;41;9;1;16
1;1;44;9;1;17
1;1;45;9;1;18
1;1;45;9;1;19
1;1;45;9;1;20
1;1;45;9;1;21
1;1;45;9;1;22
1;1;45;9;1;23
1;1;45;9;1;24
1;1;45;9;1;25
1;1;45;9;1;26
1;1;45;9;1;27
1;1;45;9;1;28
1;1;45;9;1;29
1;1;46;9;1;30
1;1;46;9;1;31
1;1;49;9;1;32
1;1;50;9;1;33
1;1;51;9;1;34
1;1;51;9;1;35
1;1;51;9;1;36
1;1;51;9;1;37
1;1;52;9;1;38
1;1;55;9;1;39
1;1;55;9;1;40
1;1;55;9;1;41
1;1;55;9;1;42
1;1;55;9;1;43
1;1;55;9;1;44
1;1;56;9;2;45
1;1;56;9;2;46
1;2;23;9;1;47
1;2;71;9;1;48
1;2;73;9;1;49
1;2;74;9;1;50
1;2;75;9;1;51
1;2;82;9;1;52
1;2;82;9;1;53
1;2;83;9;1;54
1;2;83;9;1;55
1;2;87;9;1;56
1;2;87;9;1;57
1;2;88;9;1;58
1;2;88;9;1;59
1;2;89;9;1;60
1;2;89;9;1;61
1;2;90;9;1;62
1;2;90;9;1;63
1;2;90;9;1;64
1;7;102;9;3;65
1;8;104;9;1;66
1;3;9;10;1;1
1;3;9;10;1;2
1;3;10;10;1;3
1;3;10;10;1;4
1;1;30;10;1;5
1;1;30;10;1;6
1;1;30;10;1;7
1;1;30;10;1;8
1;1;30;10;1;9
1;1;31;10;1;10
1;1;31;10;1;11
1;1;32;10;1;12
1;1;33;10;1;13
1;1;33;10;1;14
1;1;39;10;1;15
1;1;39;10;1;16
1;1;40;10;1;17
1;1;40;10;1;18
1;1;40;10;1;19
1;1;42;10;1;20
1;1;43;10;1;21
1;1;54;10;1;22
1;1;54;10;1;23
1;1;54;10;1;24
1;1;53;10;1;25
1;1;53;10;1;26
1;1;53;10;1;27
1;2;30;10;1;28
1;2;30;10;1;29
1;2;30;10;1;30
1;2;31;10;1;31
1;2;31;10;1;32
1;2;39;10;1;33
1;2;39;10;1;34
1;2;40;10;1;35
1;2;40;10;1;36
1;2;40;10;1;37
1;3;9;11;1;1
1;3;10;11;1;2
1;3;10;11;1;3
1;1;28;11;1;4
1;1;30;11;1;5
1;1;31;11;1;6
1;1;32;11;1;7
1;1;33;11;1;8
1;1;33;11;1;9
1;1;33;11;1;10
1;1;39;11;1;11
1;1;40;11;1;12
1;1;42;11;1;13
1;1;43;11;1;14
1;1;44;11;1;15
1;1;54;11;1;16
1;1;53;11;1;17
1;2;30;11;1;18
1;2;31;11;1;19
1;2;67;11;1;20
1;2;71;11;1;21
1;2;39;11;1;22
1;2;40;11;1;23
1;3;1;12;1;1
1;3;1;12;1;2
1;3;2;12;1;3
1;3;2;12;1;4
1;3;15;12;1;5
1;3;13;12;1;6
1;1;37;12;1;7
1;1;37;12;1;8
1;1;38;12;1;9
1;1;38;12;1;10
1;1;41;12;1;11
1;1;41;12;1;12
1;1;55;12;1;13
1;1;55;12;1;14
1;1;55;12;1;15
1;2;74;12;1;16
1;2;74;12;1;17
1;2;80;12;1;18
1;3;18;13;1;1
1;1;21;13;1;2
1;1;34;13;1;3
1;1;45;13;1;4
1;1;47;13;1;5
1;1;55;13;1;6
1;1;55;13;1;7
1;2;18;13;1;8
1;2;45;15;1;1
1;2;56;16;1;1
1;1;21;17;1;1
1;1;33;17;1;2
1;1;55;17;1;3
1;1;55;17;1;4
1;2;58;17;1;5
1;2;58;17;1;6
1;2;71;17;1;7
1;2;83;17;1;8
1;2;90;18;1;1
1;7;103;21;1;1
1;1;56;22;2;1
1;7;98;22;3;2
1;7;101;22;3;3
1;2;56;23;2;1
1;8;104;24;1;1
1;8;104;25;1;1
1;1;6;27;1;1
1;3;1;28;1;1
2;3;20;28;1;2
1;3;3;28;1;3
1;3;4;28;1;4
1;3;2;28;1;5
1;3;5;28;1;6
1;3;6;28;1;7
1;3;7;28;1;8
1;3;8;28;1;9
1;3;9;28;1;10
1;3;10;28;1;11
1;3;11;28;1;12
2;3;12;28;1;13
1;3;14;28;1;14
1;3;16;28;1;15
1;3;17;28;1;16
1;3;15;28;1;17
1;3;13;28;1;18
1;3;19;28;2;19
1;3;18;28;1;20
1;1;21;28;1;21
1;1;22;28;1;22
1;1;23;28;1;23
1;1;24;28;1;24
1;1;25;28;1;25
1;1;26;28;1;26
1;1;27;28;1;27
1;1;28;28;1;28
1;1;29;28;1;29
1;1;30;28;1;30
1;1;31;28;1;31
1;1;32;28;1;32
1;1;33;28;1;33
1;1;6;28;1;34
1;1;18;28;1;35
1;1;34;28;1;36
1;1;19;28;1;37
1;1;35;28;1;38
1;1;36;28;1;39
1;1;37;28;1;40
1;1;38;28;1;41
1;1;39;28;1;42
1;1;8;28;1;43
1;1;40;28;1;44
1;1;5;28;1;45
1;1;20;28;1;46
1;1;41;28;1;47
1;1;42;28;1;48
1;1;43;28;1;49
1;1;44;28;1;50
1;1;45;28;1;51
1;1;46;28;1;52
1;1;47;28;1;53
1;1;48;28;1;54
1;1;49;28;1;55
1;1;50;28;1;56
1;1;51;28;1;57
1;1;52;28;1;58
1;1;54;28;1;59
1;1;53;28;1;60
1;1;55;28;1;61
1;1;56;28;2;62
1;1;57;28;2;63
1;2;58;28;1;64
1;2;63;28;1;65
1;2;59;28;1;66
1;2;60;28;1;67
1;2;61;28;1;68
1;2;62;28;1;69
1;2;65;28;1;70
1;2;66;28;1;71
1;2;64;28;1;72
1;2;30;28;1;73
1;2;31;28;1;74
1;2;67;28;1;75
1;2;23;28;1;76
1;2;24;28;1;77
1;2;21;28;1;78
1;2;22;28;1;79
1;2;6;28;1;80
1;2;70;28;1;81
1;2;5;28;1;82
1;2;20;28;1;83
1;2;71;28;1;84
1;2;72;28;1;85
1;2;73;28;1;86
1;2;74;28;1;87
1;2;75;28;1;88
1;2;76;28;1;89
1;2;77;28;1;90
1;2;78;28;1;91
1;2;79;28;1;92
1;2;80;28;1;93
1;2;81;28;1;94
1;2;39;28;1;95
1;2;40;28;1;96
1;2;8;28;1;97
1;2;19;28;1;98
1;2;18;28;1;99
1;2;82;28;1;100
1;2;83;28;1;101
1;1;84;28;1;102
1;2;84;28;1;103
1;1;85;28;1;104
1;2;85;28;1;105
1;1;86;28;1;106
1;2;87;28;1;107
1;2;88;28;1;108
1;2;89;28;1;109
1;2;90;28;1;110
1;2;91;28;1;111
1;2;92;28;1;112
1;2;93;28;1;113
1;2;94;28;1;114
1;2;95;28;1;115
1;1;95;28;1;116
1;7;96;28;1;117
1;7;97;28;3;118
1;7;98;28;3;119
1;7;99;28;3;120
1;7;100;28;3;121
1;7;101;28;3;122
1;7;102;28;3;123
1;7;103;28;1;124
1;8;104;28;1;125
1;1;53;29;1;1
1;7;99;30;3;1
1;1;102;31;3;1
1;7;102;34;1;1
